"erv.id","seqnames","start","end","width","hitgen","hitrefseq","scaff.start","scaff.end","score","subgenes"
"pCi554","contig27",56205142,56212116,6975,"MSTS01000175.1","NW_018344126.1",513940,520914,396,"5LTR PBS CA Prot IN TM 3LTR"
"pCi555","contig27",56205142,56212116,6975,"MSTS01000175.1","NW_018344126.1",513940,520914,408,"5LTR PBS MA DU Prot IN TM 3LTR"
"pCi556","contig27",61973440,61980389,6950,"MSTS01000175.1","NW_018344126.1",6282238,6289187,563,"5LTR PBS MA CA RT IN TM PPT 3LTR"
"pCi558","contig27",77930761,77936757,5997,"MSTS01000178.1","NW_018344129.1",2394511,2400507,1251,"5LTR PBS CA Prot RT IN 3LTR"
"pCi559","contig27",768272,775041,6770,"MSTS01000167.1","NW_018344118.1",768272,775041,350,"5LTR PBS CA NC RT IN SU TM 3LTR"
"pCi560","contig27",81650307,81658661,8355,"MSTS01000178.1","NW_018344129.1",6114057,6122411,476,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi561","contig27",8175383,8183880,8498,"MSTS01000168.1","NW_018344119.1",975906,984403,1434,"5LTR PBS MA CA NC Prot RT IN TM 3LTR"
"pCi562","contig27",82460912,82468219,7308,"MSTS01000179.1","NW_018344130.1",434537,441844,1240,"5LTR PBS MA NC RT IN SU TM PPT 3LTR"
"pCi563","contig27",83055668,83063666,7999,"MSTS01000179.1","NW_018344130.1",1029293,1037291,593,"5LTR PBS CA NC Prot RT IN TM PPT"
"pCi564","contig27",85185376,85191810,6435,"MSTS01000179.1","NW_018344130.1",3159001,3165435,542,"5LTR PBS CA NC DU RT IN 3LTR"
"pCi565","contig27",85473099,85479300,6202,"MSTS01000179.1","NW_018344130.1",3446724,3452925,515,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi566","contig27",85528073,85534070,5998,"MSTS01000179.1","NW_018344130.1",3501698,3507695,311,"5LTR PBS MA CA NC Prot IN TM 3LTR"
"pCi567","contig27",8526576,8533658,7083,"MSTS01000168.1","NW_018344119.1",1327099,1334181,730,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi568","contig27",8800964,8814419,13456,"MSTS01000168.1","NW_018344119.1",1601487,1614942,486,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi569","contig27",8800964,8814419,13456,"MSTS01000168.1","NW_018344119.1",1601487,1614942,483,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi570","contig27",89559942,89574093,14152,"MSTS01000180.1","NW_018344131.1",1074329,1088480,307,"5LTR PBS MA CA IN TM PPT 3LTR"
"pCi571","contig27",91851253,91859115,7863,"MSTS01000180.1","NW_018344131.1",3365640,3373502,2031,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi572","contig28",12783964,12788513,4550,"MSTS01000182.1","NW_018344133.1",6361304,6365853,801,"PBS MA CA NC Prot RT IN"
"pCi573","contig28",19703353,19713437,10085,"MSTS01000184.1","NW_018344135.1",549847,559931,313,"5LTR PBS CA NC Prot IN SU TM PPT 3LTR"
"pCi574","contig28",23441895,23445536,3642,"MSTS01000184.1","NW_018344135.1",4288389,4292030,420,"RT IN SU TM PPT"
"pCi575","contig28",34633958,34639525,5568,"MSTS01000186.1","NW_018344137.1",2896974,2902541,613,"NC RT IN TM PPT"
"pCi576","contig28",37678225,37682949,4725,"MSTS01000186.1","NW_018344137.1",5941241,5945965,498,"5LTR PBS MA CA NC RT 3LTR"
"pCi577","contig28",39837700,39845549,7850,"MSTS01000187.1","NW_018344138.1",1910158,1918007,2212,"5LTR CA NC DU Prot RT IN TM PPT 3LTR"
"pCi578","contig28",43466822,43476523,9702,"MSTS01000187.1","NW_018344138.1",5539280,5548981,326,"5LTR PBS CA NC RT IN SU TM PPT 3LTR"
"pCi579","contig28",46606065,46612088,6024,"MSTS01000188.1","NW_018344139.1",2490218,2496241,317,"5LTR PBS RT IN TM 3LTR"
"pCi580","contig28",46606065,46612088,6024,"MSTS01000188.1","NW_018344139.1",2490218,2496241,315,"5LTR PBS RT IN TM 3LTR"
"pCi581","contig28",50618877,50626356,7480,"MSTS01000189.1","NW_018344140.1",326213,333692,457,"5LTR PBS MA CA RT IN TM 3LTR"
"pCi582","contig28",51347483,51360787,13305,"MSTS01000189.1","NW_018344140.1",1054819,1068123,301,"5LTR PBS CA IN TM PPT 3LTR"
"pCi583","contig28",55102820,55107952,5133,"MSTS01000189.1","NW_018344140.1",4810156,4815288,331,"MA CA NC Prot RT IN TM PPT"
"pCi584","contig28",56964302,56969043,4742,"MSTS01000190.1","NW_018344141.1",540540,545281,772,"NC RT IN TM PPT"
"pCi585","contig28",62567626,62573229,5604,"MSTS01000191.1","NW_018344142.1",14624,20227,626,"5LTR PBS CA NC RT IN SU"
"pCi586","contig28",62749454,62756841,7388,"MSTS01000191.1","NW_018344142.1",196452,203839,611,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi587","contig28",64346042,64352919,6878,"MSTS01000191.1","NW_018344142.1",1793040,1799917,997,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi588","contig28",68547726,68555087,7362,"MSTS01000191.1","NW_018344142.1",5994724,6002085,549,"5LTR PBS NC RT IN TM 3LTR"
"pCi589","contig28",69489586,69495595,6010,"MSTS01000192.1","NW_018344143.1",867294,873303,344,"5LTR PBS Prot RT IN TM 3LTR"
"pCi590","contig28",7121900,7127683,5784,"MSTS01000182.1","NW_018344133.1",699240,705023,350,"5LTR PBS IN SU TM 3LTR"
"pCi591","contig28",73497394,73504331,6938,"MSTS01000192.1","NW_018344143.1",4875102,4882039,791,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi592","contig28",73500813,73503891,3079,"MSTS01000192.1","NW_018344143.1",4878521,4881599,651,"RT IN TM PPT"
"pCi593","contig28",79459624,79471368,11745,"MSTS01000193.1","NW_018344144.1",4781909,4793653,304,"5LTR CA Prot RT IN TM PPT 3LTR"
"pCi594","contig28",82538102,82543164,5063,"MSTS01000194.1","NW_018344145.1",1850577,1855639,366,"PBS MA CA NC Prot RT IN"
"pCi595","contig28",85801447,85807675,6229,"MSTS01000194.1","NW_018344145.1",5113922,5120150,364,"5LTR PBS MA CA RT IN TM PPT 3LTR"
"pCi596","contig28",88088607,88094872,6266,"MSTS01000195.1","NW_018344146.1",1433825,1440090,665,"5LTR PBS MA NC RT SU 3LTR"
"pCi597","contig29",11332539,11340677,8139,"MSTS01000197.1","NW_018344148.1",5431064,5439202,2046,"5LTR PBS MA CA NC DU Prot RT IN TM PPT"
"pCi598","contig29",12727718,12734598,6881,"MSTS01000198.1","NW_018344149.1",998958,1005838,894,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi599","contig29",20603868,20617185,13318,"MSTS01000199.1","NW_018344150.1",3067664,3080981,303,"5LTR CA Prot IN SU TM PPT 3LTR"
"pCi600","contig29",21683455,21697031,13577,"MSTS01000199.1","NW_018344150.1",4147251,4160827,312,"5LTR MA NC RT IN TM PPT 3LTR"
"pCi601","contig29",21932326,21933586,1261,"MSTS01000199.1","NW_018344150.1",4396122,4397382,363,"PBS NC DU"
"pCi602","contig29",23283206,23288433,5228,"MSTS01000200.1","NW_018344151.1",1,5228,1111,"MA CA NC Prot RT IN PPT"
"pCi603","contig29",33724429,33728869,4441,"MSTS01000201.1","NW_018344152.1",4698746,4703186,308,"5LTR PBS IN SU TM PPT 3LTR"
"pCi604","contig29",34334561,34342284,7724,"MSTS01000201.1","NW_018344152.1",5308878,5316601,866,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi605","contig29",36574774,36582787,8014,"MSTS01000202.1","NW_018344153.1",1853856,1861869,340,"5LTR CA Prot RT IN TM 3LTR"
"pCi606","contig29",37463030,37476575,13546,"MSTS01000202.1","NW_018344153.1",2742112,2755657,308,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi607","contig29",39704188,39713819,9632,"MSTS01000202.1","NW_018344153.1",4983270,4992901,352,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi608","contig29",43029456,43037527,8072,"MSTS01000203.1","NW_018344154.1",2720109,2728180,520,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi609","contig29",455765,463281,7517,"MSTS01000196.1","NW_018344147.1",455765,463281,396,"5LTR PBS MA CA NC RT IN TM PPT"
"pCi610","contig29",4921582,4926812,5231,"MSTS01000196.1","NW_018344147.1",4921582,4926812,487,"5LTR PBS MA CA NC Prot RT IN 3LTR"
"pCi611","contig29",58006018,58013176,7159,"MSTS01000206.1","NW_018344157.1",1157224,1164382,432,"5LTR PBS CA RT IN PPT 3LTR"
"pCi612","contig29",58006018,58013176,7159,"MSTS01000206.1","NW_018344157.1",1157224,1164382,442,"5LTR PBS CA RT IN PPT 3LTR"
"pCi613","contig29",60218315,60226160,7846,"MSTS01000206.1","NW_018344157.1",3369521,3377366,517,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi614","contig29",64060116,64068004,7889,"MSTS01000207.1","NW_018344158.1",1706784,1714672,381,"5LTR PBS MA NC IN TM PPT 3LTR"
"pCi615","contig29",71141971,71149729,7759,"MSTS01000208.1","NW_018344159.1",3303560,3311318,1210,"5LTR PBS CA Prot RT IN SU PPT"
"pCi616","contig29",7272689,7277622,4934,"MSTS01000197.1","NW_018344148.1",1371214,1376147,362,"5LTR PBS CA IN PPT 3LTR"
"pCi617","contig29",78546358,78554789,8432,"MSTS01000209.1","NW_018344160.1",5241517,5249948,2659,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi618","contig29",79777463,79789184,11722,"MSTS01000210.1","NW_018344161.1",1053712,1065433,301,"5LTR MA CA DU DL IN SU TM PPT 3LTR"
"pCi619","contig29",81384744,81391125,6382,"MSTS01000210.1","NW_018344161.1",2660993,2667374,339,"5LTR PBS MA CA Prot RT IN TM"
"pCi620","contig29",8133270,8139934,6665,"MSTS01000197.1","NW_018344148.1",2231795,2238459,373,"5LTR CA Prot RT IN TM PPT 3LTR"
"pCi621","contig29",81983116,81989228,6113,"MSTS01000210.1","NW_018344161.1",3259365,3265477,469,"5LTR PBS CA NC Prot IN TM PPT"
"pCi622","contig29",83415079,83423242,8164,"MSTS01000210.1","NW_018344161.1",4691328,4699491,306,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi624","contig29",86722188,86730841,8654,"MSTS01000211.1","NW_018344162.1",2613911,2622564,482,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi625","contig3",15300178,15307010,6833,"MSTS01000005.1","NW_018343956.1",15300178,15307010,318,"5LTR PBS CA NC Prot IN PPT"
"pCi626","contig3",15300178,15307010,6833,"MSTS01000005.1","NW_018343956.1",15300178,15307010,323,"5LTR PBS CA NC Prot IN PPT"
"pCi627","contig3",17642787,17649687,6901,"MSTS01000005.1","NW_018343956.1",17642787,17649687,1065,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi628","contig3",17896998,17903915,6918,"MSTS01000005.1","NW_018343956.1",17896998,17903915,1044,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi629","contig3",17900385,17903471,3087,"MSTS01000005.1","NW_018343956.1",17900385,17903471,754,"RT IN TM PPT"
"pCi630","contig3",19228601,19234385,5785,"MSTS01000005.1","NW_018343956.1",19228601,19234385,1117,"5LTR PBS CA NC Prot RT DL IN"
"pCi631","contig3",25285909,25292934,7026,"MSTS01000005.1","NW_018343956.1",25285909,25292934,309,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi632","contig3",25563053,25568183,5131,"MSTS01000005.1","NW_018343956.1",25563053,25568183,539,"5LTR PBS CA NC Prot RT IN 3LTR"
"pCi633","contig3",26672905,26679764,6860,"MSTS01000005.1","NW_018343956.1",26672905,26679764,501,"5LTR PBS MA CA Prot IN TM PPT 3LTR"
"pCi634","contig3",29246884,29254022,7139,"MSTS01000005.1","NW_018343956.1",29246884,29254022,777,"5LTR PBS MA CA Prot RT IN TM 3LTR"
"pCi635","contig3",226150,232854,6705,"MSTS01000005.1","NW_018343956.1",226150,232854,742,"5LTR PBS MA CA Prot RT IN SU TM PPT 3LTR"
"pCi636","contig3",31330552,31337375,6824,"MSTS01000005.1","NW_018343956.1",31330552,31337375,873,"5LTR PBS CA NC Prot RT IN SU PPT"
"pCi637","contig3",31330552,31344182,13631,"MSTS01000005.1","NW_018343956.1",31330552,31344182,504,"5LTR PBS IN TM PPT 3LTR"
"pCi638","contig3",34697167,34710716,13550,"MSTS01000005.1","NW_018343956.1",34697167,34710716,356,"5LTR PBS CA NC Prot IN PPT 3LTR"
"pCi639","contig3",34709720,34722332,12613,"MSTS01000005.1","NW_018343956.1",34709720,34722332,355,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi640","contig3",36447930,36452181,4252,"MSTS01000006.1","NW_018343957.1",370107,374358,324,"5LTR PBS MA NC IN PPT"
"pCi641","contig3",39392651,39399251,6601,"MSTS01000006.1","NW_018343957.1",3314828,3321428,649,"5LTR PBS CA NC DU RT IN TM PPT"
"pCi642","contig3",42660545,42667666,7122,"MSTS01000006.1","NW_018343957.1",6582722,6589843,789,"5LTR PBS Prot RT IN TM PPT 3LTR"
"pCi643","contig3",55912025,55920447,8423,"MSTS01000006.1","NW_018343957.1",19834202,19842624,2278,"5LTR PBS MA CA NC DU Prot RT IN SU TM PPT 3LTR"
"pCi644","contig3",57384812,57392206,7395,"MSTS01000006.1","NW_018343957.1",21306989,21314383,1502,"5LTR PBS MA CA NC Prot RT IN 3LTR"
"pCi645","contig3",6029765,6039605,9841,"MSTS01000005.1","NW_018343956.1",6029765,6039605,313,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi646","contig3",62828108,62836348,8241,"MSTS01000006.1","NW_018343957.1",26750285,26758525,635,"5LTR PBS MA CA Prot RT IN TM 3LTR"
"pCi647","contig3",63074158,63081964,7807,"MSTS01000006.1","NW_018343957.1",26996335,27004141,355,"PBS CA NC Prot RT IN TM PPT"
"pCi648","contig3",63714960,63723674,8715,"MSTS01000006.1","NW_018343957.1",27637137,27645851,405,"5LTR PBS CA Prot RT IN PPT 3LTR"
"pCi649","contig3",64959604,64967859,8256,"MSTS01000006.1","NW_018343957.1",28881781,28890036,550,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi650","contig3",65251717,65259078,7362,"MSTS01000006.1","NW_018343957.1",29173894,29181255,345,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi651","contig3",69932593,69938961,6369,"MSTS01000007.1","NW_018343958.1",3861601,3867969,702,"5LTR PBS CA NC Prot RT IN TM PPT 3LTR"
"pCi652","contig3",77948916,77955868,6953,"MSTS01000007.1","NW_018343958.1",11877924,11884876,1242,"5LTR PBS MA CA NC Prot RT IN PPT 3LTR"
"pCi653","contig3",82594298,82601330,7033,"MSTS01000007.1","NW_018343958.1",16523306,16530338,463,"5LTR PBS CA Prot RT IN TM PPT"
"pCi654","contig3",87416945,87423329,6385,"MSTS01000007.1","NW_018343958.1",21345953,21352337,304,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi655","contig30",14918688,14926147,7460,"MSTS01000215.1","NW_018344166.1",4587136,4594595,919,"5LTR PBS RT IN SU TM PPT 3LTR"
"pCi656","contig30",16883486,16890460,6975,"MSTS01000216.1","NW_018344167.1",1495967,1502941,844,"5LTR PBS RT IN TM PPT 3LTR"
"pCi657","contig30",2264582,2272541,7960,"MSTS01000213.1","NW_018344164.1",2264582,2272541,317,"5LTR PBS CA NC RT IN PPT"
"pCi658","contig30",33898814,33901942,3129,"MSTS01000219.1","NW_018344170.1",3603660,3606788,307,"RT IN TM PPT"
"pCi659","contig30",34886706,34893462,6757,"MSTS01000219.1","NW_018344170.1",4591552,4598308,399,"MA CA NC Prot RT IN TM PPT"
"pCi660","contig30",40614397,40621180,6784,"MSTS01000221.1","NW_018344172.1",427806,434589,376,"5LTR PBS MA CA RT IN TM PPT 3LTR"
"pCi661","contig30",40985337,40992708,7372,"MSTS01000221.1","NW_018344172.1",798746,806117,787,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi662","contig30",42436047,42443155,7109,"MSTS01000221.1","NW_018344172.1",2249456,2256564,494,"5LTR PBS RT IN TM PPT 3LTR"
"pCi663","contig30",42504759,42512179,7421,"MSTS01000221.1","NW_018344172.1",2318168,2325588,377,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi664","contig30",42552155,42558609,6455,"MSTS01000221.1","NW_018344172.1",2365564,2372018,403,"MA CA Prot RT IN TM PPT"
"pCi665","contig30",42680722,42687680,6959,"MSTS01000221.1","NW_018344172.1",2494131,2501089,810,"5LTR PBS MA NC RT IN TM PPT 3LTR"
"pCi666","contig30",42813890,42822214,8325,"MSTS01000221.1","NW_018344172.1",2627299,2635623,1420,"5LTR PBS MA NC Prot RT IN 3LTR"
"pCi667","contig30",43423334,43431228,7895,"MSTS01000221.1","NW_018344172.1",3236743,3244637,2074,"5LTR PBS CA NC DU Prot RT IN TM PPT 3LTR"
"pCi668","contig30",43732861,43741199,8339,"MSTS01000221.1","NW_018344172.1",3546270,3554608,786,"5LTR PBS NC RT IN SU TM PPT 3LTR"
"pCi669","contig30",43993699,44007348,13650,"MSTS01000221.1","NW_018344172.1",3807108,3820757,303,"5LTR PBS CA Prot IN TM PPT 3LTR"
"pCi670","contig30",44393135,44401134,8000,"MSTS01000221.1","NW_018344172.1",4206544,4214543,469,"5LTR PBS MA NC IN TM PPT 3LTR"
"pCi671","contig30",48166908,48178576,11669,"MSTS01000222.1","NW_018344173.1",3070696,3082364,483,"5LTR PBS MA CA DU RT IN TM 3LTR"
"pCi672","contig30",51981358,51986587,5230,"MSTS01000223.1","NW_018344174.1",2059557,2064786,386,"5LTR PBS MA IN TM 3LTR"
"pCi673","contig30",53120318,53128360,8043,"MSTS01000223.1","NW_018344174.1",3198517,3206559,309,"5LTR PBS MA NC IN TM PPT 3LTR"
"pCi674","contig30",53957666,53970995,13330,"MSTS01000223.1","NW_018344174.1",4035865,4049194,314,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi675","contig30",67899018,67911327,12310,"MSTS01000226.1","NW_018344177.1",3534963,3547272,558,"5LTR PBS MA CA NC Prot IN TM PPT 3LTR"
"pCi676","contig30",67900929,67911377,10449,"MSTS01000226.1","NW_018344177.1",3536874,3547322,380,"CA NC Prot RT IN TM PPT 3LTR"
"pCi677","contig30",75117022,75123901,6880,"MSTS01000228.1","NW_018344179.1",1500928,1507807,591,"5LTR PBS MA CA Prot RT IN 3LTR"
"pCi678","contig30",75345031,75352389,7359,"MSTS01000228.1","NW_018344179.1",1728937,1736295,470,"5LTR PBS MA CA NC RT IN TM 3LTR"
"pCi679","contig30",77293530,77300978,7449,"MSTS01000228.1","NW_018344179.1",3677436,3684884,394,"5LTR PBS CA Prot IN PPT 3LTR"
"pCi680","contig30",86398602,86403636,5035,"MSTS01000230.1","NW_018344181.1",3619865,3624899,353,"MA CA NC Prot RT IN"
"pCi681","contig30",88721368,88734950,13583,"MSTS01000231.1","NW_018344182.1",1396984,1410566,302,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi682","contig30",92680517,92688278,7762,"MSTS01000232.1","NW_018344183.1",815753,823514,531,"CA NC Prot RT IN TM PPT 3LTR"
"pCi683","contig31",18439427,18444361,4935,"MSTS01000237.1","NW_018344188.1",696859,701793,405,"5LTR PBS MA CA NC RT IN 3LTR"
"pCi684","contig31",18515726,18523449,7724,"MSTS01000237.1","NW_018344188.1",773158,780881,342,"5LTR PBS MA CA NC Prot IN PPT"
"pCi685","contig31",1981827,1989294,7468,"MSTS01000233.1","NW_018344184.1",1981827,1989294,353,"5LTR PBS MA CA NC Prot RT IN PPT"
"pCi686","contig31",20380843,20388258,7416,"MSTS01000237.1","NW_018344188.1",2638275,2645690,322,"5LTR PBS CA NC IN SU TM PPT 3LTR"
"pCi687","contig31",26707182,26715226,8045,"MSTS01000239.1","NW_018344190.1",379024,387068,610,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi688","contig31",2779254,2784660,5407,"MSTS01000233.1","NW_018344184.1",2779254,2784660,741,"5LTR PBS MA CA NC Prot RT IN 3LTR"
"pCi689","contig31",32541382,32556186,14805,"MSTS01000240.1","NW_018344191.1",1972273,1987077,301,"5LTR MA CA NC Prot IN PPT 3LTR"
"pCi690","contig31",34278142,34282978,4837,"MSTS01000240.1","NW_018344191.1",3709033,3713869,404,"5LTR PBS RT IN TM PPT 3LTR"
"pCi691","contig31",3550902,3555705,4804,"MSTS01000233.1","NW_018344184.1",3550902,3555705,308,"5LTR PBS NC RT PPT 3LTR"
"pCi692","contig31",47184774,47192781,8008,"MSTS01000243.1","NW_018344194.1",4108065,4116072,324,"5LTR PBS CA NC Prot RT IN TM 3LTR"
"pCi693","contig31",48827724,48834479,6756,"MSTS01000244.1","NW_018344195.1",1629844,1636599,1960,"5LTR PBS CA NC DU Prot RT IN TM PPT"
"pCi694","contig31",49913612,49924327,10716,"MSTS01000244.1","NW_018344195.1",2715732,2726447,309,"5LTR CA Prot IN SU TM PPT 3LTR"
"pCi695","contig31",56557327,56564141,6815,"MSTS01000246.1","NW_018344197.1",1197634,1204448,434,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi696","contig31",57522222,57524506,2285,"MSTS01000246.1","NW_018344197.1",2162529,2164813,349,"CA NC Prot RT IN"
"pCi697","contig31",59303346,59311812,8467,"MSTS01000246.1","NW_018344197.1",3943653,3952119,525,"5LTR PBS NC RT IN TM PPT 3LTR"
"pCi698","contig31",62653899,62659609,5711,"MSTS01000247.1","NW_018344198.1",3213920,3219630,362,"5LTR Prot RT IN TM PPT 3LTR"
"pCi699","contig31",65000662,65014948,14287,"MSTS01000248.1","NW_018344199.1",1545263,1559549,306,"5LTR PBS MA CA Prot RT IN TM PPT 3LTR"
"pCi700","contig31",69422460,69428493,6034,"MSTS01000249.1","NW_018344200.1",2132899,2138932,750,"5LTR PBS CA NC RT IN 3LTR"
"pCi701","contig31",6947581,6955835,8255,"MSTS01000234.1","NW_018344185.1",2440420,2448674,402,"5LTR PBS MA CA NC Prot RT IN TM PPT"
"pCi702","contig31",72263479,72276586,13108,"MSTS01000250.1","NW_018344201.1",1196264,1209371,343,"5LTR CA IN TM PPT 3LTR"
"pCi703","contig31",72627207,72634011,6805,"MSTS01000250.1","NW_018344201.1",1559992,1566796,1053,"5LTR PBS MA CA NC RT IN TM PPT 3LTR"
"pCi704","contig31",78676702,78682953,6252,"MSTS01000252.1","NW_018344203.1",64408,70659,2142,"5LTR PBS MA CA NC DU Prot RT IN 3LTR"
"pCi705","contig31",83056527,83071743,15217,"MSTS01000253.1","NW_018344204.1",695698,710914,335,"5LTR PBS CA NC RT IN TM PPT 3LTR"
"pCi706","contig31",85286084,85292917,6834,"MSTS01000253.1","NW_018344204.1",2925255,2932088,493,"5LTR PBS MA CA Prot IN TM 3LTR"
"pCi707","contig31",86778643,86784423,5781,"MSTS01000254.1","NW_018344205.1",671384,677164,547,"NC Prot RT IN TM PPT"
"pCi708","contig31",93183982,93190204,6223,"MSTS01000255.1","NW_018344206.1",3365562,3371784,367,"NC Prot RT IN TM PPT"
"pCi709","contig31",93436769,93446768,10000,"MSTS01000255.1","NW_018344206.1",3618349,3628348,677,"5LTR MA CA NC Prot RT IN TM PPT 3LTR"
"pCi710","contig31",94790600,94805146,14547,"MSTS01000256.1","NW_018344207.1",1270940,1285486,307,"5LTR PBS CA Prot RT IN TM PPT 3LTR"
"pCi711","contig31",95105364,95111186,5823,"MSTS01000256.1","NW_018344207.1",1585704,1591526,424,"5LTR PBS MA CA Prot IN TM 3LTR"
"pCi712","contig31",95105545,95111073,5529,"MSTS01000256.1","NW_018344207.1",1585885,1591413,428,"5LTR PBS MA CA Prot IN TM 3LTR"
"pCi713","contig31",96018136,96024774,6639,"MSTS01000256.1","NW_018344207.1",2498476,2505114,429,"CA NC Prot RT IN TM PPT"
"pCi714","contig32",12901903,12909799,7897,"MSTS01000260.1","NW_018344211.1",2039970,2047866,579,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi715","contig32",12901903,12909799,7897,"MSTS01000260.1","NW_018344211.1",2039970,2047866,565,"5LTR PBS MA NC Prot IN TM PPT 3LTR"
"pCi716","contig32",15985086,15992865,7780,"MSTS01000261.1","NW_018344212.1",1515654,1523433,411,"5LTR PBS MA CA NC RT IN TM PPT"
"pCi717","contig32",17610156,17614467,4312,"MSTS01000261.1","NW_018344212.1",3140724,3145035,348,"CA NC Prot RT IN"
"pCi718","contig32",17610156,17615204,5049,"MSTS01000261.1","NW_018344212.1",3140724,3145772,367,"MA CA NC Prot RT IN"
"pCi719","contig32",18995828,19001791,5964,"MSTS01000262.1","NW_018344213.1",933880,939843,445,"5LTR PBS MA CA NC RT TM PPT 3LTR"
"pCi720","contig32",19075126,19079956,4831,"MSTS01000262.1","NW_018344213.1",1013178,1018008,302,"5LTR PBS IN PPT 3LTR"
"pCi721","contig32",19757296,19767334,10039,"MSTS01000262.1","NW_018344213.1",1695348,1705386,357,"CA NC Prot IN SU PPT 3LTR"
"pCi722","contig32",20510283,20521294,11012,"MSTS01000262.1","NW_018344213.1",2448335,2459346,339,"5LTR PBS CA DU RT IN TM PPT 3LTR"
"pCi723","contig32",21161851,21168651,6801,"MSTS01000262.1","NW_018344213.1",3099903,3106703,482,"5LTR PBS CA DU RT IN PPT 3LTR"
"pCi724","contig32",21471726,21480108,8383,"MSTS01000262.1","NW_018344213.1",3409778,3418160,1128,"5LTR PBS MA CA NC Prot RT IN TM PPT 3LTR"
"pCi725","contig32",21570601,21578423,7823,"MSTS01000262.1","NW_018344213.1",3508653,3516475,571,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi726","contig32",25990323,25994119,3797,"MSTS01000264.1","NW_018344215.1",854649,858445,785,"RT IN SU TM PPT"
"pCi727","contig32",33122476,33127603,5128,"MSTS01000266.1","NW_018344217.1",1027737,1032864,304,"5LTR PBS CA PPT 3LTR"
"pCi728","contig32",35125642,35133533,7892,"MSTS01000266.1","NW_018344217.1",3030903,3038794,1523,"5LTR PBS MA CA NC Prot RT IN SU TM PPT 3LTR"
"pCi729","contig32",35796295,35804521,8227,"MSTS01000267.1","NW_018344218.1",224542,232768,591,"5LTR PBS CA Prot RT IN TM 3LTR"
"pCi730","contig32",39844733,39852727,7995,"MSTS01000268.1","NW_018344219.1",817927,825921,497,"5LTR PBS MA CA Prot IN TM 3LTR"
"pCi731","contig32",40440236,40446157,5922,"MSTS01000268.1","NW_018344219.1",1413430,1419351,1321,"CA NC Prot RT IN TM PPT 3LTR"
"pCi732","contig32",42805527,42811630,6104,"MSTS01000269.1","NW_018344220.1",325387,331490,314,"5LTR PBS CA IN TM PPT 3LTR"
"pCi733","contig32",43174159,43184339,10181,"MSTS01000269.1","NW_018344220.1",694019,704199,435,"5LTR MA CA NC RT SU PPT 3LTR"
"pCi734","contig32",4676550,4683407,6858,"MSTS01000258.1","NW_018344209.1",1054290,1061147,386,"5LTR PBS RT IN TM PPT 3LTR"
"pCi735","contig32",47964019,47972384,8366,"MSTS01000270.1","NW_018344221.1",2060456,2068821,411,"5LTR PBS MA CA IN TM PPT 3LTR"
"pCi736","contig32",49051436,49054925,3490,"MSTS01000270.1","NW_018344221.1",3147873,3151362,501,"PBS CA Prot RT IN"
"pCi737","contig32",49141679,49146307,4629,"MSTS01000270.1","NW_018344221.1",3238116,3242744,305,"MA CA NC Prot RT IN"
"pCi738","contig32",484687,489951,5265,"MSTS01000257.1","NW_018344208.1",484687,489951,321,"5LTR PBS NC RT IN PPT"
