"scaffold","genbank.accn","refseq.accn","scaffold.len"
"phaCin_unsw_v4.1.fa.scaf00901","MSTS01000901.1","NW_018344852.1",33837
"phaCin_unsw_v4.1.fa.scaf00902","MSTS01000902.1","NW_018344853.1",33801
"phaCin_unsw_v4.1.fa.scaf00903","MSTS01000903.1","NW_018344854.1",33690
"phaCin_unsw_v4.1.fa.scaf00904","MSTS01000904.1","NW_018344855.1",33644
"phaCin_unsw_v4.1.fa.scaf00905","MSTS01000905.1","NW_018344856.1",33642
"phaCin_unsw_v4.1.fa.scaf00906","MSTS01000906.1","NW_018344857.1",33525
"phaCin_unsw_v4.1.fa.scaf00907","MSTS01000907.1","NW_018344858.1",33361
"phaCin_unsw_v4.1.fa.scaf00908","MSTS01000908.1","NW_018344859.1",33324
"phaCin_unsw_v4.1.fa.scaf00909","MSTS01000909.1","NW_018344860.1",33292
"phaCin_unsw_v4.1.fa.scaf00910","MSTS01000910.1","NW_018344861.1",33289
"phaCin_unsw_v4.1.fa.scaf00911","MSTS01000911.1","NW_018344862.1",33246
"phaCin_unsw_v4.1.fa.scaf00912","MSTS01000912.1","NW_018344863.1",33173
"phaCin_unsw_v4.1.fa.scaf00913","MSTS01000913.1","NW_018344864.1",33170
"phaCin_unsw_v4.1.fa.scaf00914","MSTS01000914.1","NW_018344865.1",33127
"phaCin_unsw_v4.1.fa.scaf00915","MSTS01000915.1","NW_018344866.1",33121
"phaCin_unsw_v4.1.fa.scaf00916","MSTS01000916.1","NW_018344867.1",33108
"phaCin_unsw_v4.1.fa.scaf00917","MSTS01000917.1","NW_018344868.1",33091
"phaCin_unsw_v4.1.fa.scaf00918","MSTS01000918.1","NW_018344869.1",33081
"phaCin_unsw_v4.1.fa.scaf00919","MSTS01000919.1","NW_018344870.1",33029
"phaCin_unsw_v4.1.fa.scaf00920","MSTS01000920.1","NW_018344871.1",32993
"phaCin_unsw_v4.1.fa.scaf00921","MSTS01000921.1","NW_018344872.1",32948
"phaCin_unsw_v4.1.fa.scaf00922","MSTS01000922.1","NW_018344873.1",32919
"phaCin_unsw_v4.1.fa.scaf00923","MSTS01000923.1","NW_018344874.1",32881
"phaCin_unsw_v4.1.fa.scaf00924","MSTS01000924.1","NW_018344875.1",32814
"phaCin_unsw_v4.1.fa.scaf00925","MSTS01000925.1","NW_018344876.1",32801
"phaCin_unsw_v4.1.fa.scaf00926","MSTS01000926.1","NW_018344877.1",32731
"phaCin_unsw_v4.1.fa.scaf00927","MSTS01000927.1","NW_018344878.1",32660
"phaCin_unsw_v4.1.fa.scaf00928","MSTS01000928.1","NW_018344879.1",32642
"phaCin_unsw_v4.1.fa.scaf00929","MSTS01000929.1","NW_018344880.1",32564
"phaCin_unsw_v4.1.fa.scaf00930","MSTS01000930.1","NW_018344881.1",32539
"phaCin_unsw_v4.1.fa.scaf00931","MSTS01000931.1","NW_018344882.1",32476
"phaCin_unsw_v4.1.fa.scaf00932","MSTS01000932.1","NW_018344883.1",32465
"phaCin_unsw_v4.1.fa.scaf00933","MSTS01000933.1","NW_018344884.1",32382
"phaCin_unsw_v4.1.fa.scaf00934","MSTS01000934.1","NW_018344885.1",32290
"phaCin_unsw_v4.1.fa.scaf00935","MSTS01000935.1","NW_018344886.1",32258
"phaCin_unsw_v4.1.fa.scaf00936","MSTS01000936.1","NW_018344887.1",32230
"phaCin_unsw_v4.1.fa.scaf00937","MSTS01000937.1","NW_018344888.1",32212
"phaCin_unsw_v4.1.fa.scaf00938","MSTS01000938.1","NW_018344889.1",32188
"phaCin_unsw_v4.1.fa.scaf00939","MSTS01000939.1","NW_018344890.1",32183
"phaCin_unsw_v4.1.fa.scaf00940","MSTS01000940.1","NW_018344891.1",32177
"phaCin_unsw_v4.1.fa.scaf00941","MSTS01000941.1","NW_018344892.1",32141
"phaCin_unsw_v4.1.fa.scaf00942","MSTS01000942.1","NW_018344893.1",32116
"phaCin_unsw_v4.1.fa.scaf00943","MSTS01000943.1","NW_018344894.1",32115
"phaCin_unsw_v4.1.fa.scaf00944","MSTS01000944.1","NW_018344895.1",32103
"phaCin_unsw_v4.1.fa.scaf00945","MSTS01000945.1","NW_018344896.1",32049
"phaCin_unsw_v4.1.fa.scaf00946","MSTS01000946.1","NW_018344897.1",31871
"phaCin_unsw_v4.1.fa.scaf00947","MSTS01000947.1","NW_018344898.1",31839
"phaCin_unsw_v4.1.fa.scaf00948","MSTS01000948.1","NW_018344899.1",31772
"phaCin_unsw_v4.1.fa.scaf00949","MSTS01000949.1","NW_018344900.1",31764
"phaCin_unsw_v4.1.fa.scaf00950","MSTS01000950.1","NW_018344901.1",31740
"phaCin_unsw_v4.1.fa.scaf00951","MSTS01000951.1","NW_018344902.1",31731
"phaCin_unsw_v4.1.fa.scaf00952","MSTS01000952.1","NW_018344903.1",31706
"phaCin_unsw_v4.1.fa.scaf00953","MSTS01000953.1","NW_018344904.1",31699
"phaCin_unsw_v4.1.fa.scaf00954","MSTS01000954.1","NW_018344905.1",31674
"phaCin_unsw_v4.1.fa.scaf00955","MSTS01000955.1","NW_018344906.1",31672
"phaCin_unsw_v4.1.fa.scaf00956","MSTS01000956.1","NW_018344907.1",31650
"phaCin_unsw_v4.1.fa.scaf00957","MSTS01000957.1","NW_018344908.1",31634
"phaCin_unsw_v4.1.fa.scaf00958","MSTS01000958.1","NW_018344909.1",31602
"phaCin_unsw_v4.1.fa.scaf00959","MSTS01000959.1","NW_018344910.1",31596
"phaCin_unsw_v4.1.fa.scaf00960","MSTS01000960.1","NW_018344911.1",31592
"phaCin_unsw_v4.1.fa.scaf00961","MSTS01000961.1","NW_018344912.1",31545
"phaCin_unsw_v4.1.fa.scaf00962","MSTS01000962.1","NW_018344913.1",31541
"phaCin_unsw_v4.1.fa.scaf00963","MSTS01000963.1","NW_018344914.1",31514
"phaCin_unsw_v4.1.fa.scaf00964","MSTS01000964.1","NW_018344915.1",31495
"phaCin_unsw_v4.1.fa.scaf00965","MSTS01000965.1","NW_018344916.1",31476
"phaCin_unsw_v4.1.fa.scaf00966","MSTS01000966.1","NW_018344917.1",31384
"phaCin_unsw_v4.1.fa.scaf00967","MSTS01000967.1","NW_018344918.1",31358
"phaCin_unsw_v4.1.fa.scaf00968","MSTS01000968.1","NW_018344919.1",31291
"phaCin_unsw_v4.1.fa.scaf00969","MSTS01000969.1","NW_018344920.1",31284
"phaCin_unsw_v4.1.fa.scaf00970","MSTS01000970.1","NW_018344921.1",31275
"phaCin_unsw_v4.1.fa.scaf00971","MSTS01000971.1","NW_018344922.1",31274
"phaCin_unsw_v4.1.fa.scaf00972","MSTS01000972.1","NW_018344923.1",31237
"phaCin_unsw_v4.1.fa.scaf00973","MSTS01000973.1","NW_018344924.1",31234
"phaCin_unsw_v4.1.fa.scaf00974","MSTS01000974.1","NW_018344925.1",31200
"phaCin_unsw_v4.1.fa.scaf00975","MSTS01000975.1","NW_018344926.1",31192
"phaCin_unsw_v4.1.fa.scaf00976","MSTS01000976.1","NW_018344927.1",30946
"phaCin_unsw_v4.1.fa.scaf00977","MSTS01000977.1","NW_018344928.1",30935
"phaCin_unsw_v4.1.fa.scaf00978","MSTS01000978.1","NW_018344929.1",30907
"phaCin_unsw_v4.1.fa.scaf00979","MSTS01000979.1","NW_018344930.1",30894
"phaCin_unsw_v4.1.fa.scaf00980","MSTS01000980.1","NW_018344931.1",30860
"phaCin_unsw_v4.1.fa.scaf00981","MSTS01000981.1","NW_018344932.1",30779
"phaCin_unsw_v4.1.fa.scaf00982","MSTS01000982.1","NW_018344933.1",30736
"phaCin_unsw_v4.1.fa.scaf00983","MSTS01000983.1","NW_018344934.1",30736
"phaCin_unsw_v4.1.fa.scaf00984","MSTS01000984.1","NW_018344935.1",30717
"phaCin_unsw_v4.1.fa.scaf00985","MSTS01000985.1","NW_018344936.1",30681
"phaCin_unsw_v4.1.fa.scaf00986","MSTS01000986.1","NW_018344937.1",30616
"phaCin_unsw_v4.1.fa.scaf00987","MSTS01000987.1","NW_018344938.1",30576
"phaCin_unsw_v4.1.fa.scaf00988","MSTS01000988.1","NW_018344939.1",30561
"phaCin_unsw_v4.1.fa.scaf00989","MSTS01000989.1","NW_018344940.1",30527
"phaCin_unsw_v4.1.fa.scaf00990","MSTS01000990.1","NW_018344941.1",30514
"phaCin_unsw_v4.1.fa.scaf00991","MSTS01000991.1","NW_018344942.1",30452
"phaCin_unsw_v4.1.fa.scaf00992","MSTS01000992.1","NW_018344943.1",30440
"phaCin_unsw_v4.1.fa.scaf00993","MSTS01000993.1","NW_018344944.1",30386
"phaCin_unsw_v4.1.fa.scaf00994","MSTS01000994.1","NW_018344945.1",30374
"phaCin_unsw_v4.1.fa.scaf00995","MSTS01000995.1","NW_018344946.1",30364
"phaCin_unsw_v4.1.fa.scaf00996","MSTS01000996.1","NW_018344947.1",30285
"phaCin_unsw_v4.1.fa.scaf00997","MSTS01000997.1","NW_018344948.1",30211
"phaCin_unsw_v4.1.fa.scaf00998","MSTS01000998.1","NW_018344949.1",30208
"phaCin_unsw_v4.1.fa.scaf00999","MSTS01000999.1","NW_018344950.1",30187
"phaCin_unsw_v4.1.fa.scaf01000","MSTS01001000.1","NW_018344951.1",30177
"phaCin_unsw_v4.1.fa.scaf01001","MSTS01001001.1","NW_018344952.1",30158
"phaCin_unsw_v4.1.fa.scaf01002","MSTS01001002.1","NW_018344953.1",30073
"phaCin_unsw_v4.1.fa.scaf01003","MSTS01001003.1","NW_018344954.1",30063
"phaCin_unsw_v4.1.fa.scaf01004","MSTS01001004.1","NW_018344955.1",30041
"phaCin_unsw_v4.1.fa.scaf01005","MSTS01001005.1","NW_018344956.1",30018
"phaCin_unsw_v4.1.fa.scaf01006","MSTS01001006.1","NW_018344957.1",30017
"phaCin_unsw_v4.1.fa.scaf01007","MSTS01001007.1","NW_018344958.1",29980
"phaCin_unsw_v4.1.fa.scaf01008","MSTS01001008.1","NW_018344959.1",29953
"phaCin_unsw_v4.1.fa.scaf01009","MSTS01001009.1","NW_018344960.1",29937
"phaCin_unsw_v4.1.fa.scaf01010","MSTS01001010.1","NW_018344961.1",29900
"phaCin_unsw_v4.1.fa.scaf01011","MSTS01001011.1","NW_018344962.1",29894
"phaCin_unsw_v4.1.fa.scaf01012","MSTS01001012.1","NW_018344963.1",29891
"phaCin_unsw_v4.1.fa.scaf01013","MSTS01001013.1","NW_018344964.1",29839
"phaCin_unsw_v4.1.fa.scaf01014","MSTS01001014.1","NW_018344965.1",29822
"phaCin_unsw_v4.1.fa.scaf01015","MSTS01001015.1","NW_018344966.1",29777
"phaCin_unsw_v4.1.fa.scaf01016","MSTS01001016.1","NW_018344967.1",29758
"phaCin_unsw_v4.1.fa.scaf01017","MSTS01001017.1","NW_018344968.1",29738
"phaCin_unsw_v4.1.fa.scaf01018","MSTS01001018.1","NW_018344969.1",29727
"phaCin_unsw_v4.1.fa.scaf01019","MSTS01001019.1","NW_018344970.1",29696
"phaCin_unsw_v4.1.fa.scaf01020","MSTS01001020.1","NW_018344971.1",29648
"phaCin_unsw_v4.1.fa.scaf01021","MSTS01001021.1","NW_018344972.1",29623
"phaCin_unsw_v4.1.fa.scaf01022","MSTS01001022.1","NW_018344973.1",29607
"phaCin_unsw_v4.1.fa.scaf01023","MSTS01001023.1","NW_018344974.1",29599
"phaCin_unsw_v4.1.fa.scaf01024","MSTS01001024.1","NW_018344975.1",29572
"phaCin_unsw_v4.1.fa.scaf01025","MSTS01001025.1","NW_018344976.1",29540
"phaCin_unsw_v4.1.fa.scaf01026","MSTS01001026.1","NW_018344977.1",29486
"phaCin_unsw_v4.1.fa.scaf01027","MSTS01001027.1","NW_018344978.1",29475
"phaCin_unsw_v4.1.fa.scaf01028","MSTS01001028.1","NW_018344979.1",29459
"phaCin_unsw_v4.1.fa.scaf01029","MSTS01001029.1","NW_018344980.1",29445
"phaCin_unsw_v4.1.fa.scaf01030","MSTS01001030.1","NW_018344981.1",29427
"phaCin_unsw_v4.1.fa.scaf01031","MSTS01001031.1","NW_018344982.1",29397
"phaCin_unsw_v4.1.fa.scaf01032","MSTS01001032.1","NW_018344983.1",29384
"phaCin_unsw_v4.1.fa.scaf01033","MSTS01001033.1","NW_018344984.1",29355
"phaCin_unsw_v4.1.fa.scaf01034","MSTS01001034.1","NW_018344985.1",29310
"phaCin_unsw_v4.1.fa.scaf01035","MSTS01001035.1","NW_018344986.1",29209
"phaCin_unsw_v4.1.fa.scaf01036","MSTS01001036.1","NW_018344987.1",29151
"phaCin_unsw_v4.1.fa.scaf01037","MSTS01001037.1","NW_018344988.1",29065
"phaCin_unsw_v4.1.fa.scaf01038","MSTS01001038.1","NW_018344989.1",29044
"phaCin_unsw_v4.1.fa.scaf01039","MSTS01001039.1","NW_018344990.1",28999
"phaCin_unsw_v4.1.fa.scaf01040","MSTS01001040.1","NW_018344991.1",28991
"phaCin_unsw_v4.1.fa.scaf01041","MSTS01001041.1","NW_018344992.1",28927
"phaCin_unsw_v4.1.fa.scaf01042","MSTS01001042.1","NW_018344993.1",28923
"phaCin_unsw_v4.1.fa.scaf01043","MSTS01001043.1","NW_018344994.1",28889
"phaCin_unsw_v4.1.fa.scaf01044","MSTS01001044.1","NW_018344995.1",28883
"phaCin_unsw_v4.1.fa.scaf01045","MSTS01001045.1","NW_018344996.1",28876
"phaCin_unsw_v4.1.fa.scaf01046","MSTS01001046.1","NW_018344997.1",28868
"phaCin_unsw_v4.1.fa.scaf01047","MSTS01001047.1","NW_018344998.1",28850
"phaCin_unsw_v4.1.fa.scaf01048","MSTS01001048.1","NW_018344999.1",28848
"phaCin_unsw_v4.1.fa.scaf01049","MSTS01001049.1","NW_018345000.1",28832
"phaCin_unsw_v4.1.fa.scaf01050","MSTS01001050.1","NW_018345001.1",28808
"phaCin_unsw_v4.1.fa.scaf01051","MSTS01001051.1","NW_018345002.1",28757
"phaCin_unsw_v4.1.fa.scaf01052","MSTS01001052.1","NW_018345003.1",28740
"phaCin_unsw_v4.1.fa.scaf01053","MSTS01001053.1","NW_018345004.1",28735
"phaCin_unsw_v4.1.fa.scaf01054","MSTS01001054.1","NW_018345005.1",28728
"phaCin_unsw_v4.1.fa.scaf01055","MSTS01001055.1","NW_018345006.1",28725
"phaCin_unsw_v4.1.fa.scaf01056","MSTS01001056.1","NW_018345007.1",28696
"phaCin_unsw_v4.1.fa.scaf01057","MSTS01001057.1","NW_018345008.1",28655
"phaCin_unsw_v4.1.fa.scaf01058","MSTS01001058.1","NW_018345009.1",28628
"phaCin_unsw_v4.1.fa.scaf01059","MSTS01001059.1","NW_018345010.1",28566
"phaCin_unsw_v4.1.fa.scaf01060","MSTS01001060.1","NW_018345011.1",28553
"phaCin_unsw_v4.1.fa.scaf01061","MSTS01001061.1","NW_018345012.1",28548
"phaCin_unsw_v4.1.fa.scaf01062","MSTS01001062.1","NW_018345013.1",28545
"phaCin_unsw_v4.1.fa.scaf01063","MSTS01001063.1","NW_018345014.1",28534
"phaCin_unsw_v4.1.fa.scaf01064","MSTS01001064.1","NW_018345015.1",28511
"phaCin_unsw_v4.1.fa.scaf01065","MSTS01001065.1","NW_018345016.1",28508
"phaCin_unsw_v4.1.fa.scaf01066","MSTS01001066.1","NW_018345017.1",28506
"phaCin_unsw_v4.1.fa.scaf01067","MSTS01001067.1","NW_018345018.1",28500
"phaCin_unsw_v4.1.fa.scaf01068","MSTS01001068.1","NW_018345019.1",28489
"phaCin_unsw_v4.1.fa.scaf01069","MSTS01001069.1","NW_018345020.1",28461
"phaCin_unsw_v4.1.fa.scaf01070","MSTS01001070.1","NW_018345021.1",28385
"phaCin_unsw_v4.1.fa.scaf01071","MSTS01001071.1","NW_018345022.1",28336
"phaCin_unsw_v4.1.fa.scaf01072","MSTS01001072.1","NW_018345023.1",28307
"phaCin_unsw_v4.1.fa.scaf01073","MSTS01001073.1","NW_018345024.1",28295
"phaCin_unsw_v4.1.fa.scaf01074","MSTS01001074.1","NW_018345025.1",28287
"phaCin_unsw_v4.1.fa.scaf01075","MSTS01001075.1","NW_018345026.1",28187
"phaCin_unsw_v4.1.fa.scaf01076","MSTS01001076.1","NW_018345027.1",28159
"phaCin_unsw_v4.1.fa.scaf01077","MSTS01001077.1","NW_018345028.1",28144
"phaCin_unsw_v4.1.fa.scaf01078","MSTS01001078.1","NW_018345029.1",28142
"phaCin_unsw_v4.1.fa.scaf01079","MSTS01001079.1","NW_018345030.1",28125
"phaCin_unsw_v4.1.fa.scaf01080","MSTS01001080.1","NW_018345031.1",28111
"phaCin_unsw_v4.1.fa.scaf01081","MSTS01001081.1","NW_018345032.1",28083
"phaCin_unsw_v4.1.fa.scaf01082","MSTS01001082.1","NW_018345033.1",28043
"phaCin_unsw_v4.1.fa.scaf01083","MSTS01001083.1","NW_018345034.1",27998
"phaCin_unsw_v4.1.fa.scaf01084","MSTS01001084.1","NW_018345035.1",27986
"phaCin_unsw_v4.1.fa.scaf01085","MSTS01001085.1","NW_018345036.1",27952
"phaCin_unsw_v4.1.fa.scaf01086","MSTS01001086.1","NW_018345037.1",27945
"phaCin_unsw_v4.1.fa.scaf01087","MSTS01001087.1","NW_018345038.1",27943
"phaCin_unsw_v4.1.fa.scaf01088","MSTS01001088.1","NW_018345039.1",27940
"phaCin_unsw_v4.1.fa.scaf01089","MSTS01001089.1","NW_018345040.1",27858
"phaCin_unsw_v4.1.fa.scaf01090","MSTS01001090.1","NW_018345041.1",27835
"phaCin_unsw_v4.1.fa.scaf01091","MSTS01001091.1","NW_018345042.1",27831
"phaCin_unsw_v4.1.fa.scaf01092","MSTS01001092.1","NW_018345043.1",27823
"phaCin_unsw_v4.1.fa.scaf01093","MSTS01001093.1","NW_018345044.1",27820
"phaCin_unsw_v4.1.fa.scaf01094","MSTS01001094.1","NW_018345045.1",27803
"phaCin_unsw_v4.1.fa.scaf01095","MSTS01001095.1","NW_018345046.1",27800
"phaCin_unsw_v4.1.fa.scaf01096","MSTS01001096.1","NW_018345047.1",27799
"phaCin_unsw_v4.1.fa.scaf01097","MSTS01001097.1","NW_018345048.1",27769
"phaCin_unsw_v4.1.fa.scaf01098","MSTS01001098.1","NW_018345049.1",27764
"phaCin_unsw_v4.1.fa.scaf01099","MSTS01001099.1","NW_018345050.1",27751
"phaCin_unsw_v4.1.fa.scaf01100","MSTS01001100.1","NW_018345051.1",27745
"phaCin_unsw_v4.1.fa.scaf01101","MSTS01001101.1","NW_018345052.1",27735
"phaCin_unsw_v4.1.fa.scaf01102","MSTS01001102.1","NW_018345053.1",27721
"phaCin_unsw_v4.1.fa.scaf01103","MSTS01001103.1","NW_018345054.1",27705
"phaCin_unsw_v4.1.fa.scaf01104","MSTS01001104.1","NW_018345055.1",27701
"phaCin_unsw_v4.1.fa.scaf01105","MSTS01001105.1","NW_018345056.1",27699
"phaCin_unsw_v4.1.fa.scaf01106","MSTS01001106.1","NW_018345057.1",27684
"phaCin_unsw_v4.1.fa.scaf01107","MSTS01001107.1","NW_018345058.1",27643
"phaCin_unsw_v4.1.fa.scaf01108","MSTS01001108.1","NW_018345059.1",27618
"phaCin_unsw_v4.1.fa.scaf01109","MSTS01001109.1","NW_018345060.1",27601
"phaCin_unsw_v4.1.fa.scaf01110","MSTS01001110.1","NW_018345061.1",27590
"phaCin_unsw_v4.1.fa.scaf01111","MSTS01001111.1","NW_018345062.1",27590
"phaCin_unsw_v4.1.fa.scaf01112","MSTS01001112.1","NW_018345063.1",27587
"phaCin_unsw_v4.1.fa.scaf01113","MSTS01001113.1","NW_018345064.1",27568
"phaCin_unsw_v4.1.fa.scaf01114","MSTS01001114.1","NW_018345065.1",27552
"phaCin_unsw_v4.1.fa.scaf01115","MSTS01001115.1","NW_018345066.1",27546
"phaCin_unsw_v4.1.fa.scaf01116","MSTS01001116.1","NW_018345067.1",27532
"phaCin_unsw_v4.1.fa.scaf01117","MSTS01001117.1","NW_018345068.1",27516
"phaCin_unsw_v4.1.fa.scaf01118","MSTS01001118.1","NW_018345069.1",27490
"phaCin_unsw_v4.1.fa.scaf01119","MSTS01001119.1","NW_018345070.1",27478
"phaCin_unsw_v4.1.fa.scaf01120","MSTS01001120.1","NW_018345071.1",27465
"phaCin_unsw_v4.1.fa.scaf01121","MSTS01001121.1","NW_018345072.1",27383
"phaCin_unsw_v4.1.fa.scaf01122","MSTS01001122.1","NW_018345073.1",27302
"phaCin_unsw_v4.1.fa.scaf01123","MSTS01001123.1","NW_018345074.1",27297
"phaCin_unsw_v4.1.fa.scaf01124","MSTS01001124.1","NW_018345075.1",27213
"phaCin_unsw_v4.1.fa.scaf01125","MSTS01001125.1","NW_018345076.1",27162
"phaCin_unsw_v4.1.fa.scaf01126","MSTS01001126.1","NW_018345077.1",27090
"phaCin_unsw_v4.1.fa.scaf01127","MSTS01001127.1","NW_018345078.1",27012
"phaCin_unsw_v4.1.fa.scaf01128","MSTS01001128.1","NW_018345079.1",26967
"phaCin_unsw_v4.1.fa.scaf01129","MSTS01001129.1","NW_018345080.1",26953
"phaCin_unsw_v4.1.fa.scaf01130","MSTS01001130.1","NW_018345081.1",26850
"phaCin_unsw_v4.1.fa.scaf01131","MSTS01001131.1","NW_018345082.1",26845
"phaCin_unsw_v4.1.fa.scaf01132","MSTS01001132.1","NW_018345083.1",26808
"phaCin_unsw_v4.1.fa.scaf01133","MSTS01001133.1","NW_018345084.1",26791
"phaCin_unsw_v4.1.fa.scaf01134","MSTS01001134.1","NW_018345085.1",26756
"phaCin_unsw_v4.1.fa.scaf01135","MSTS01001135.1","NW_018345086.1",26669
"phaCin_unsw_v4.1.fa.scaf01136","MSTS01001136.1","NW_018345087.1",26660
"phaCin_unsw_v4.1.fa.scaf01137","MSTS01001137.1","NW_018345088.1",26652
"phaCin_unsw_v4.1.fa.scaf01138","MSTS01001138.1","NW_018345089.1",26629
"phaCin_unsw_v4.1.fa.scaf01139","MSTS01001139.1","NW_018345090.1",26578
"phaCin_unsw_v4.1.fa.scaf01140","MSTS01001140.1","NW_018345091.1",26576
"phaCin_unsw_v4.1.fa.scaf01141","MSTS01001141.1","NW_018345092.1",26561
"phaCin_unsw_v4.1.fa.scaf01142","MSTS01001142.1","NW_018345093.1",26560
"phaCin_unsw_v4.1.fa.scaf01143","MSTS01001143.1","NW_018345094.1",26545
"phaCin_unsw_v4.1.fa.scaf01144","MSTS01001144.1","NW_018345095.1",26511
"phaCin_unsw_v4.1.fa.scaf01145","MSTS01001145.1","NW_018345096.1",26508
"phaCin_unsw_v4.1.fa.scaf01146","MSTS01001146.1","NW_018345097.1",26452
"phaCin_unsw_v4.1.fa.scaf01147","MSTS01001147.1","NW_018345098.1",26433
"phaCin_unsw_v4.1.fa.scaf01148","MSTS01001148.1","NW_018345099.1",26432
"phaCin_unsw_v4.1.fa.scaf01149","MSTS01001149.1","NW_018345100.1",26426
"phaCin_unsw_v4.1.fa.scaf01150","MSTS01001150.1","NW_018345101.1",26410
"phaCin_unsw_v4.1.fa.scaf01151","MSTS01001151.1","NW_018345102.1",26394
"phaCin_unsw_v4.1.fa.scaf01152","MSTS01001152.1","NW_018345103.1",26383
"phaCin_unsw_v4.1.fa.scaf01153","MSTS01001153.1","NW_018345104.1",26377
"phaCin_unsw_v4.1.fa.scaf01154","MSTS01001154.1","NW_018345105.1",26363
"phaCin_unsw_v4.1.fa.scaf01155","MSTS01001155.1","NW_018345106.1",26346
"phaCin_unsw_v4.1.fa.scaf01156","MSTS01001156.1","NW_018345107.1",26345
"phaCin_unsw_v4.1.fa.scaf01157","MSTS01001157.1","NW_018345108.1",26335
"phaCin_unsw_v4.1.fa.scaf01158","MSTS01001158.1","NW_018345109.1",26334
"phaCin_unsw_v4.1.fa.scaf01159","MSTS01001159.1","NW_018345110.1",26307
"phaCin_unsw_v4.1.fa.scaf01160","MSTS01001160.1","NW_018345111.1",26291
"phaCin_unsw_v4.1.fa.scaf01161","MSTS01001161.1","NW_018345112.1",26277
"phaCin_unsw_v4.1.fa.scaf01162","MSTS01001162.1","NW_018345113.1",26277
"phaCin_unsw_v4.1.fa.scaf01163","MSTS01001163.1","NW_018345114.1",26263
"phaCin_unsw_v4.1.fa.scaf01164","MSTS01001164.1","NW_018345115.1",26261
"phaCin_unsw_v4.1.fa.scaf01165","MSTS01001165.1","NW_018345116.1",26255
"phaCin_unsw_v4.1.fa.scaf01166","MSTS01001166.1","NW_018345117.1",26234
"phaCin_unsw_v4.1.fa.scaf01167","MSTS01001167.1","NW_018345118.1",26233
"phaCin_unsw_v4.1.fa.scaf01168","MSTS01001168.1","NW_018345119.1",26212
"phaCin_unsw_v4.1.fa.scaf01169","MSTS01001169.1","NW_018345120.1",26120
"phaCin_unsw_v4.1.fa.scaf01170","MSTS01001170.1","NW_018345121.1",26115
"phaCin_unsw_v4.1.fa.scaf01171","MSTS01001171.1","NW_018345122.1",26099
"phaCin_unsw_v4.1.fa.scaf01172","MSTS01001172.1","NW_018345123.1",26078
"phaCin_unsw_v4.1.fa.scaf01173","MSTS01001173.1","NW_018345124.1",26047
"phaCin_unsw_v4.1.fa.scaf01174","MSTS01001174.1","NW_018345125.1",26027
"phaCin_unsw_v4.1.fa.scaf01175","MSTS01001175.1","NW_018345126.1",26022
"phaCin_unsw_v4.1.fa.scaf01176","MSTS01001176.1","NW_018345127.1",25969
"phaCin_unsw_v4.1.fa.scaf01177","MSTS01001177.1","NW_018345128.1",25902
"phaCin_unsw_v4.1.fa.scaf01178","MSTS01001178.1","NW_018345129.1",25833
"phaCin_unsw_v4.1.fa.scaf01179","MSTS01001179.1","NW_018345130.1",25782
"phaCin_unsw_v4.1.fa.scaf01180","MSTS01001180.1","NW_018345131.1",25725
"phaCin_unsw_v4.1.fa.scaf01181","MSTS01001181.1","NW_018345132.1",25709
"phaCin_unsw_v4.1.fa.scaf01182","MSTS01001182.1","NW_018345133.1",25701
"phaCin_unsw_v4.1.fa.scaf01183","MSTS01001183.1","NW_018345134.1",25626
"phaCin_unsw_v4.1.fa.scaf01184","MSTS01001184.1","NW_018345135.1",25612
"phaCin_unsw_v4.1.fa.scaf01185","MSTS01001185.1","NW_018345136.1",25584
"phaCin_unsw_v4.1.fa.scaf01186","MSTS01001186.1","NW_018345137.1",25557
"phaCin_unsw_v4.1.fa.scaf01187","MSTS01001187.1","NW_018345138.1",25545
"phaCin_unsw_v4.1.fa.scaf01188","MSTS01001188.1","NW_018345139.1",25544
"phaCin_unsw_v4.1.fa.scaf01189","MSTS01001189.1","NW_018345140.1",25536
"phaCin_unsw_v4.1.fa.scaf01190","MSTS01001190.1","NW_018345141.1",25514
"phaCin_unsw_v4.1.fa.scaf01191","MSTS01001191.1","NW_018345142.1",25512
"phaCin_unsw_v4.1.fa.scaf01192","MSTS01001192.1","NW_018345143.1",25482
"phaCin_unsw_v4.1.fa.scaf01193","MSTS01001193.1","NW_018345144.1",25481
"phaCin_unsw_v4.1.fa.scaf01194","MSTS01001194.1","NW_018345145.1",25476
"phaCin_unsw_v4.1.fa.scaf01195","MSTS01001195.1","NW_018345146.1",25463
"phaCin_unsw_v4.1.fa.scaf01196","MSTS01001196.1","NW_018345147.1",25404
"phaCin_unsw_v4.1.fa.scaf01197","MSTS01001197.1","NW_018345148.1",25388
"phaCin_unsw_v4.1.fa.scaf01198","MSTS01001198.1","NW_018345149.1",25386
"phaCin_unsw_v4.1.fa.scaf01199","MSTS01001199.1","NW_018345150.1",25355
"phaCin_unsw_v4.1.fa.scaf01200","MSTS01001200.1","NW_018345151.1",25330
"phaCin_unsw_v4.1.fa.scaf01201","MSTS01001201.1","NW_018345152.1",25315
"phaCin_unsw_v4.1.fa.scaf01202","MSTS01001202.1","NW_018345153.1",25313
"phaCin_unsw_v4.1.fa.scaf01203","MSTS01001203.1","NW_018345154.1",25311
